activity_id,campaign_id,person_id,activity_type,timestamp,detail
1297,2.0,4411.0,Email Open,01-09-2024 23:51,utm=xyz
1298,9.0,1239.0,FORMFILL,12/01/2024 20:46,utm=xyz
1299,1.0,1575.0,FORMFILL,23/01/2024 08:39,Firefox
1300,12.0,3376.0,email_open,2024-01-28 10:54:00,unknown
1301,4.0,3737.0,form_fill,2024-01-14 03:24:00,Browser: Chrome
1302,4.0,3898.0,web-visit,01-21-2024 23:58,Firefox
1303,10.0,4366.0,EMAIL_CLICK,2024-01-06 10:57:00,
1304,14.0,1489.0,Email Open,2024-01-18 06:42:00,
1305,2.0,4620.0,email_click,2024-01-05 13:42:00,Browser: Chrome
1306,1.0,2822.0,form_fill,2024-01-15 21:30:00,
1307,14.0,3980.0,email_open,01-13-2024 23:10,
1308,10.0,4773.0,email_click,2024-01-24 08:29:00,
1309,13.0,4486.0,EMAIL_CLICK,01-02-2024 12:49,
1310,8.0,3037.0,form_fill,2024-01-18 19:55:00,Browser: Chrome
1311,15.0,1569.0,email_open,11/01/2024 16:00,
1312,12.0,4157.0,web-visit,2024-01-15 03:19:00,
1313,4.0,1675.0,FORMFILL,01/01/2024 01:24,
1314,10.0,4741.0,Email Open,28/01/2024 08:53,Browser: Chrome
1315,1.0,2322.0,Email Open,01-20-2024 15:07,Firefox
1316,10.0,1797.0,email_open,01-03-2024 04:59,
1317,1.0,2091.0,EMAIL_CLICK,2024-01-04 09:16:00,
1318,5.0,3931.0,,25/01/2024 12:56,
1319,7.0,1594.0,Email Open,25/01/2024 06:04,
1320,2.0,3791.0,web-visit,2024-01-26 04:56:00,
1321,4.0,1717.0,,14/01/2024 04:30,unknown
1322,5.0,2498.0,,01-24-2024 19:41,Firefox
1323,4.0,2429.0,email_open,2024-01-03 02:26:00,unknown
1324,4.0,3316.0,EMAIL_CLICK,2024-01-15 21:30:00,unknown
1325,15.0,1310.0,FORMFILL,2024-01-28 14:25:00,Browser: Chrome
1326,6.0,2210.0,web-visit,13/01/2024 10:31,
1327,15.0,1110.0,EMAIL_CLICK,01-12-2024 02:54,Firefox
1328,9.0,1421.0,email_open,2024-01-10 06:48:00,unknown
1329,9.0,2542.0,FORMFILL,01-27-2024 12:49,utm=xyz
1330,14.0,1415.0,,01-21-2024 02:20,utm=xyz
1331,10.0,4776.0,email_open,2024-01-10 12:05:00,tracking lost
1332,7.0,4023.0,email_click,01-19-2024 21:16,unknown
1333,14.0,2869.0,web-visit,2024-01-17 21:58:00,Firefox
1334,12.0,1629.0,FORMFILL,04/01/2024 21:35,
1335,8.0,3070.0,EMAIL_CLICK,01-11-2024 04:21,Firefox
1336,11.0,4311.0,web_visit,29/01/2024 13:26,tracking lost
1337,1.0,3472.0,email_click,2024-01-22 18:33:00,utm=xyz
1338,8.0,1978.0,email_open,01-28-2024 15:28,Browser: Chrome
1339,1.0,4809.0,FORMFILL,2024-01-11 09:11:00,tracking lost
1340,6.0,3060.0,EMAIL_CLICK,2024-01-22 12:39:00,
1341,1.0,2908.0,email_click,01-16-2024 04:38,Browser: Chrome
1342,15.0,2714.0,form_fill,01-18-2024 21:15,Firefox
1343,9.0,4721.0,email_click,30/01/2024 04:32,Browser: Chrome
1344,8.0,2728.0,web-visit,01-14-2024 12:06,unknown
1345,8.0,4908.0,Email Open,01-29-2024 07:57,
1346,5.0,2897.0,web-visit,2024-01-27 08:53:00,
1347,11.0,2883.0,EMAIL_CLICK,01-07-2024 18:26,
1348,6.0,4843.0,FORMFILL,03/01/2024 05:17,Browser: Chrome
1349,7.0,2645.0,web-visit,01-14-2024 08:20,
1350,6.0,2104.0,EMAIL_CLICK,2024-01-19 05:15:00,utm=xyz
1351,3.0,1019.0,email_click,01-23-2024 07:11,
1352,4.0,4789.0,email_click,30/01/2024 06:52,
1353,7.0,3249.0,email_open,22/01/2024 11:13,utm=xyz
1354,6.0,1052.0,Email Open,01-27-2024 05:29,
1355,1.0,2438.0,web_visit,2024-01-11 08:46:00,
1356,4.0,3912.0,email_open,2024-01-17 09:23:00,
1357,11.0,1446.0,form_fill,25/01/2024 11:22,Firefox
1358,3.0,4498.0,Email Open,01-03-2024 13:51,
1359,8.0,4385.0,Email Open,25/01/2024 12:02,unknown
1360,15.0,3751.0,web-visit,01-12-2024 15:55,
1361,4.0,1674.0,email_click,01-13-2024 11:20,tracking lost
1362,12.0,3486.0,FORMFILL,2024-01-13 05:15:00,unknown
1363,4.0,4260.0,EMAIL_CLICK,2024-01-10 00:11:00,tracking lost
1364,7.0,2955.0,form_fill,2024-01-20 11:56:00,Firefox
1365,6.0,4156.0,web_visit,01-15-2024 20:05,
1366,14.0,3624.0,web_visit,2024-01-23 00:47:00,Firefox
1367,3.0,2443.0,web_visit,01-02-2024 20:17,Firefox
1368,5.0,4146.0,web-visit,05/01/2024 16:47,unknown
1369,13.0,1632.0,EMAIL_CLICK,01-07-2024 07:57,
1370,1.0,4871.0,web_visit,30/01/2024 23:45,
1371,10.0,4773.0,,22/01/2024 09:53,utm=xyz
1372,6.0,2379.0,FORMFILL,01-02-2024 15:51,
1373,11.0,1457.0,email_open,01-15-2024 20:27,
1374,4.0,1592.0,web_visit,21/01/2024 03:52,
1375,3.0,3183.0,email_open,12/01/2024 18:28,
1376,15.0,2608.0,email_click,30/01/2024 06:40,
1377,15.0,1941.0,web_visit,01-29-2024 20:24,tracking lost
1378,14.0,1761.0,FORMFILL,2024-01-29 11:43:00,
1379,12.0,3400.0,Email Open,01-25-2024 03:06,
1380,7.0,3489.0,FORMFILL,2024-01-21 04:30:00,utm=xyz
1381,8.0,3566.0,FORMFILL,01-15-2024 14:08,unknown
1382,15.0,2800.0,Email Open,01-23-2024 10:46,tracking lost
1383,12.0,2194.0,email_click,2024-01-09 23:27:00,
1384,1.0,4974.0,email_click,04/01/2024 08:05,
1385,2.0,4880.0,EMAIL_CLICK,01-06-2024 15:56,utm=xyz
1386,6.0,4041.0,FORMFILL,2024-01-14 04:35:00,unknown
1387,5.0,3732.0,form_fill,18/01/2024 18:53,utm=xyz
1388,6.0,4010.0,,01-23-2024 12:41,unknown
1389,2.0,1107.0,email_click,01-19-2024 06:33,tracking lost
1390,4.0,2036.0,email_open,01-27-2024 16:30,
1391,13.0,1516.0,Email Open,17/01/2024 03:44,
1392,2.0,1347.0,EMAIL_CLICK,01-25-2024 23:33,
1393,13.0,2576.0,web_visit,2024-01-28 11:57:00,
1394,15.0,2456.0,Email Open,2024-01-18 09:17:00,utm=xyz
1395,13.0,2865.0,Email Open,01-03-2024 02:59,Firefox
1396,3.0,3273.0,FORMFILL,15/01/2024 21:04,unknown
1397,6.0,4582.0,,01-05-2024 02:43,
1398,9.0,2907.0,web_visit,01-05-2024 13:04,
1399,13.0,1778.0,form_fill,03/01/2024 20:38,
1400,4.0,2079.0,form_fill,2024-01-18 10:13:00,Browser: Chrome
1401,5.0,1983.0,FORMFILL,01-16-2024 02:55,
1402,12.0,4436.0,Email Open,27/01/2024 13:50,Browser: Chrome
1403,15.0,3904.0,form_fill,2024-01-12 19:17:00,tracking lost
1404,1.0,4825.0,EMAIL_CLICK,06/01/2024 11:37,Firefox
1405,3.0,1781.0,form_fill,20/01/2024 15:12,utm=xyz
1406,9.0,2439.0,email_open,14/01/2024 06:53,tracking lost
1407,11.0,3879.0,,06/01/2024 13:28,tracking lost
1408,2.0,3625.0,EMAIL_CLICK,2024-01-10 22:19:00,Firefox
1409,12.0,3589.0,,30/01/2024 01:13,
1410,2.0,4097.0,FORMFILL,2024-01-28 05:56:00,
1411,13.0,1380.0,Email Open,03/01/2024 23:02,unknown
1412,7.0,2023.0,web_visit,2024-01-19 17:08:00,
1413,15.0,3910.0,web_visit,2024-01-21 01:43:00,
1414,2.0,2340.0,,29/01/2024 23:05,
1415,4.0,1219.0,email_open,01-11-2024 11:26,Browser: Chrome
1416,9.0,3372.0,web_visit,18/01/2024 15:56,
1417,3.0,1853.0,email_click,07/01/2024 18:11,unknown
1418,12.0,2728.0,Email Open,2024-01-06 06:58:00,
1419,10.0,1763.0,form_fill,22/01/2024 04:25,tracking lost
1420,1.0,4543.0,Email Open,01-22-2024 06:05,tracking lost
1421,12.0,1806.0,,28/01/2024 14:17,Browser: Chrome
1422,13.0,1812.0,web-visit,2024-01-26 09:49:00,
1423,14.0,3229.0,Email Open,2024-01-09 19:55:00,utm=xyz
1424,11.0,3873.0,web-visit,2024-01-02 15:18:00,
1425,14.0,3293.0,,01-10-2024 05:47,Firefox
1426,11.0,4111.0,email_click,29/01/2024 09:44,utm=xyz
1427,12.0,1201.0,FORMFILL,07/01/2024 20:05,
1428,14.0,4742.0,form_fill,2024-01-01 10:08:00,
1429,2.0,1335.0,FORMFILL,2024-01-02 23:11:00,unknown
1430,12.0,2786.0,email_click,07/01/2024 11:42,
1431,2.0,1416.0,Email Open,2024-01-26 11:36:00,Browser: Chrome
1432,7.0,4551.0,web_visit,05/01/2024 02:17,unknown
1433,4.0,4004.0,web-visit,01-29-2024 01:13,tracking lost
1434,5.0,1610.0,EMAIL_CLICK,27/01/2024 03:31,Firefox
1435,2.0,1117.0,web-visit,20/01/2024 21:05,
1436,1.0,3571.0,EMAIL_CLICK,04/01/2024 02:16,utm=xyz
1437,13.0,1587.0,Email Open,01-14-2024 18:50,tracking lost
1438,13.0,2553.0,Email Open,01-30-2024 10:10,Browser: Chrome
1439,8.0,4404.0,EMAIL_CLICK,15/01/2024 18:54,
1440,13.0,1603.0,email_open,01-30-2024 13:03,Browser: Chrome
1441,10.0,3708.0,web-visit,2024-01-08 02:58:00,Browser: Chrome
1442,5.0,1599.0,form_fill,01-11-2024 05:54,
1443,11.0,3377.0,web-visit,2024-01-24 04:47:00,Firefox
1444,13.0,4698.0,EMAIL_CLICK,2024-01-01 19:02:00,
1445,14.0,3522.0,email_open,29/01/2024 15:06,Browser: Chrome
1446,6.0,3198.0,Email Open,2024-01-11 20:47:00,Browser: Chrome
1447,12.0,4938.0,EMAIL_CLICK,01-22-2024 02:56,Firefox
1448,9.0,2149.0,Email Open,23/01/2024 08:52,utm=xyz
1449,12.0,4745.0,email_click,2024-01-22 13:37:00,
1450,1.0,2442.0,web_visit,25/01/2024 01:27,
1451,9.0,3002.0,email_click,22/01/2024 00:01,Browser: Chrome
1452,5.0,4883.0,email_click,01-03-2024 18:15,utm=xyz
1453,12.0,4916.0,FORMFILL,01-21-2024 14:48,tracking lost
1454,14.0,3978.0,FORMFILL,01-30-2024 09:20,tracking lost
1455,10.0,2639.0,web_visit,2024-01-11 11:20:00,unknown
1456,2.0,2440.0,form_fill,2024-01-15 02:27:00,
1457,12.0,3779.0,,01-08-2024 14:05,tracking lost
1458,12.0,1923.0,email_open,01-18-2024 07:01,
1459,15.0,1052.0,web_visit,01-12-2024 10:58,tracking lost
1460,5.0,3314.0,FORMFILL,2024-01-08 23:10:00,
1461,11.0,2552.0,email_click,2024-01-14 00:00:00,
1462,6.0,2337.0,email_open,30/01/2024 14:33,utm=xyz
1463,12.0,2677.0,form_fill,22/01/2024 03:02,Browser: Chrome
1464,5.0,3111.0,EMAIL_CLICK,2024-01-10 02:04:00,
1465,9.0,4515.0,EMAIL_CLICK,01-13-2024 05:13,tracking lost
1466,4.0,2727.0,EMAIL_CLICK,2024-01-27 19:26:00,
1467,6.0,1886.0,,07/01/2024 08:07,
1468,2.0,1024.0,Email Open,01-07-2024 14:08,Browser: Chrome
1469,14.0,1039.0,,01-12-2024 03:20,
1470,10.0,3434.0,web_visit,19/01/2024 10:22,Browser: Chrome
1471,4.0,2951.0,,01-28-2024 08:45,
1472,7.0,1456.0,Email Open,01-18-2024 23:50,utm=xyz
1473,1.0,3548.0,web-visit,01-15-2024 01:53,tracking lost
1474,9.0,1564.0,Email Open,08/01/2024 07:24,
1475,2.0,2231.0,form_fill,01/01/2024 10:30,utm=xyz
1476,15.0,3031.0,FORMFILL,2024-01-14 02:32:00,tracking lost
1477,4.0,3399.0,EMAIL_CLICK,01-06-2024 00:41,
1478,10.0,1858.0,form_fill,30/01/2024 14:43,unknown
1479,10.0,4442.0,Email Open,24/01/2024 09:21,Firefox
1480,14.0,3810.0,web_visit,08/01/2024 11:39,
1481,12.0,4152.0,EMAIL_CLICK,01-11-2024 03:43,tracking lost
1482,2.0,2279.0,FORMFILL,01-28-2024 15:47,unknown
1483,4.0,1420.0,EMAIL_CLICK,27/01/2024 03:57,unknown
1484,6.0,1560.0,,2024-01-19 09:39:00,
1485,3.0,4722.0,,01-23-2024 10:38,unknown
1486,15.0,3619.0,form_fill,08/01/2024 13:05,utm=xyz
1487,1.0,4816.0,form_fill,03/01/2024 05:18,Firefox
1488,4.0,2654.0,,2024-01-03 05:46:00,
1489,4.0,3394.0,form_fill,30/01/2024 05:15,Firefox
1490,9.0,3443.0,email_click,23/01/2024 09:12,unknown
1491,4.0,1611.0,email_click,01-12-2024 20:37,
1492,15.0,4055.0,EMAIL_CLICK,01-04-2024 14:08,tracking lost
1493,10.0,2826.0,email_click,2024-01-21 20:03:00,unknown
1494,13.0,1284.0,email_click,2024-01-12 18:25:00,
1495,12.0,3783.0,email_open,05/01/2024 10:52,
1496,14.0,1737.0,form_fill,01-05-2024 06:19,Firefox
1497,1.0,4933.0,Email Open,2024-01-07 17:34:00,
1498,8.0,3569.0,web-visit,01/01/2024 16:09,
1499,3.0,2894.0,email_click,2024-01-06 13:09:00,
1500,4.0,4338.0,EMAIL_CLICK,01-09-2024 04:36,Browser: Chrome
1501,4.0,1680.0,FORMFILL,23/01/2024 21:18,
1502,7.0,4650.0,FORMFILL,2024-01-17 20:48:00,Browser: Chrome
1503,14.0,4355.0,Email Open,2024-01-04 11:12:00,tracking lost
1504,12.0,2800.0,web-visit,01-29-2024 08:56,tracking lost
1505,3.0,2366.0,FORMFILL,05/01/2024 07:24,unknown
1506,12.0,2535.0,form_fill,2024-01-20 04:36:00,tracking lost
1507,1.0,2576.0,,01-28-2024 05:36,tracking lost
1508,7.0,4056.0,web-visit,01-10-2024 09:00,utm=xyz
1509,6.0,1093.0,email_open,2024-01-10 07:18:00,
1510,1.0,4481.0,email_click,01-21-2024 22:53,
1511,1.0,2976.0,web-visit,01-06-2024 07:49,unknown
1512,2.0,1590.0,form_fill,04/01/2024 20:12,
1513,11.0,1763.0,web-visit,01-30-2024 22:04,tracking lost
1514,2.0,3632.0,form_fill,2024-01-25 00:44:00,Browser: Chrome
1515,7.0,3025.0,email_click,01-03-2024 09:45,tracking lost
1516,11.0,2741.0,Email Open,01-08-2024 20:38,unknown
1517,13.0,4151.0,email_click,30/01/2024 12:56,Browser: Chrome
1518,7.0,3328.0,form_fill,01-07-2024 12:30,utm=xyz
1519,12.0,1512.0,web_visit,01-30-2024 13:15,
1520,15.0,2209.0,web_visit,2024-01-25 17:09:00,Firefox
1521,5.0,1154.0,form_fill,2024-01-13 21:00:00,
1522,3.0,2520.0,EMAIL_CLICK,2024-01-02 00:26:00,
1523,5.0,3345.0,email_click,2024-01-02 13:55:00,utm=xyz
1524,15.0,1792.0,EMAIL_CLICK,01-16-2024 06:35,utm=xyz
1525,12.0,1398.0,Email Open,01-21-2024 23:57,unknown
1526,12.0,2740.0,email_click,01-03-2024 04:46,
1527,11.0,4322.0,Email Open,2024-01-28 17:29:00,Browser: Chrome
1528,10.0,2615.0,web-visit,23/01/2024 16:08,
1529,14.0,3447.0,form_fill,01-20-2024 11:54,
1530,7.0,2818.0,web-visit,2024-01-06 12:48:00,Firefox
1531,2.0,1275.0,web_visit,04/01/2024 01:25,
1532,12.0,1779.0,FORMFILL,01-14-2024 04:11,unknown
1533,9.0,2888.0,web_visit,13/01/2024 18:03,Browser: Chrome
1534,13.0,1899.0,web-visit,30/01/2024 15:33,
1535,9.0,3697.0,email_click,2024-01-23 07:45:00,unknown
1536,15.0,4426.0,,01-20-2024 09:38,Firefox
1537,3.0,4895.0,web_visit,2024-01-29 09:22:00,
1538,13.0,4457.0,form_fill,30/01/2024 01:24,utm=xyz
1539,13.0,1692.0,email_open,2024-01-14 02:36:00,unknown
1540,10.0,3300.0,,2024-01-08 05:34:00,
1541,5.0,4660.0,email_open,16/01/2024 12:56,unknown
1542,3.0,4438.0,form_fill,22/01/2024 11:54,Firefox
1543,4.0,2498.0,email_open,01-28-2024 00:38,utm=xyz
1544,7.0,1685.0,,28/01/2024 12:23,
1545,10.0,4444.0,email_open,28/01/2024 16:19,
1546,7.0,3153.0,web_visit,01-15-2024 18:01,Firefox
1547,14.0,1753.0,email_click,30/01/2024 12:14,tracking lost
1548,3.0,3932.0,Email Open,01-05-2024 07:11,Firefox
1549,13.0,1397.0,,09/01/2024 11:32,
1550,7.0,1827.0,FORMFILL,2024-01-06 09:47:00,utm=xyz
1551,3.0,3997.0,web-visit,05/01/2024 21:12,
1552,13.0,3998.0,,08/01/2024 03:57,Firefox
1553,13.0,2211.0,Email Open,06/01/2024 23:03,
1554,5.0,2186.0,Email Open,03/01/2024 18:35,tracking lost
1555,7.0,4950.0,email_click,05/01/2024 15:46,utm=xyz
1556,12.0,2593.0,web-visit,2024-01-07 09:44:00,Browser: Chrome
1557,8.0,4775.0,form_fill,2024-01-11 09:51:00,Firefox
1558,3.0,1276.0,,01-12-2024 00:14,
1559,1.0,2154.0,email_open,01-10-2024 11:23,
1560,12.0,3347.0,EMAIL_CLICK,2024-01-08 11:21:00,Firefox
1561,1.0,2056.0,web-visit,2024-01-20 20:09:00,
1562,5.0,4603.0,FORMFILL,16/01/2024 08:53,
1563,1.0,1952.0,EMAIL_CLICK,25/01/2024 19:12,
1564,14.0,4616.0,,2024-01-04 10:44:00,
1565,4.0,3306.0,email_click,01-11-2024 17:09,
1566,4.0,3484.0,web_visit,28/01/2024 07:46,
1567,7.0,3089.0,EMAIL_CLICK,01-19-2024 18:07,unknown
1568,10.0,1930.0,email_click,2024-01-13 07:30:00,Firefox
1569,13.0,1667.0,web-visit,17/01/2024 05:12,tracking lost
1570,5.0,1627.0,web_visit,06/01/2024 15:35,tracking lost
1571,7.0,4457.0,Email Open,2024-01-03 04:44:00,
1572,15.0,4028.0,email_click,01-28-2024 08:14,utm=xyz
1573,5.0,2369.0,web-visit,2024-01-22 03:55:00,unknown
1574,9.0,1976.0,Email Open,2024-01-01 12:46:00,
1575,14.0,2959.0,web_visit,23/01/2024 11:43,unknown
1576,3.0,2353.0,form_fill,01-28-2024 20:13,
1577,5.0,4606.0,Email Open,01-08-2024 21:30,
1578,10.0,4668.0,Email Open,2024-01-01 02:20:00,unknown
1579,10.0,4169.0,email_click,01-03-2024 11:26,Browser: Chrome
1580,1.0,2124.0,FORMFILL,2024-01-14 02:54:00,
1581,2.0,3418.0,form_fill,24/01/2024 03:10,Browser: Chrome
1582,10.0,2122.0,email_click,24/01/2024 07:40,Browser: Chrome
1583,9.0,2622.0,Email Open,22/01/2024 00:03,
1584,5.0,3758.0,form_fill,2024-01-19 16:51:00,
1585,5.0,4889.0,EMAIL_CLICK,28/01/2024 23:09,
1586,12.0,4996.0,,04/01/2024 04:05,tracking lost
1587,8.0,4051.0,web-visit,27/01/2024 10:43,
1588,4.0,2457.0,FORMFILL,08/01/2024 01:11,tracking lost
1589,13.0,2235.0,,2024-01-03 13:47:00,Browser: Chrome
1590,7.0,3372.0,email_click,22/01/2024 10:13,
1591,10.0,4366.0,web-visit,01-10-2024 22:43,
1592,9.0,2606.0,form_fill,22/01/2024 07:01,
1593,3.0,3481.0,form_fill,2024-01-17 13:39:00,
1594,15.0,2669.0,email_open,01-03-2024 17:47,utm=xyz
1595,14.0,2233.0,email_open,01-10-2024 16:28,
1596,10.0,2928.0,form_fill,01/01/2024 14:23,
1597,3.0,2093.0,,01-25-2024 02:57,Firefox
1598,6.0,1929.0,email_open,02/01/2024 14:14,
1599,2.0,2041.0,web_visit,01-26-2024 22:53,
1600,13.0,2876.0,web_visit,01-23-2024 14:55,
1601,8.0,3547.0,email_click,2024-01-29 12:53:00,utm=xyz
1602,7.0,4032.0,FORMFILL,22/01/2024 05:54,unknown
1603,1.0,4450.0,form_fill,01-17-2024 05:08,tracking lost
1604,11.0,4766.0,FORMFILL,2024-01-10 08:28:00,unknown
1605,1.0,4266.0,,07/01/2024 10:34,
1606,3.0,4395.0,email_open,23/01/2024 02:16,unknown
1607,2.0,4387.0,email_open,09/01/2024 23:38,utm=xyz
1608,1.0,4546.0,web-visit,2024-01-18 20:49:00,utm=xyz
1609,12.0,3767.0,FORMFILL,2024-01-10 08:04:00,tracking lost
1610,13.0,1861.0,EMAIL_CLICK,14/01/2024 13:59,unknown
1611,10.0,1447.0,EMAIL_CLICK,09/01/2024 05:55,Browser: Chrome
1612,1.0,2576.0,Email Open,2024-01-05 13:57:00,Browser: Chrome
1613,3.0,3176.0,form_fill,13/01/2024 14:38,
1614,7.0,2005.0,email_click,01-13-2024 21:22,
1615,9.0,3062.0,EMAIL_CLICK,01-09-2024 10:29,utm=xyz
1616,14.0,4925.0,EMAIL_CLICK,01-16-2024 21:05,utm=xyz
1617,11.0,4201.0,web-visit,2024-01-17 13:29:00,
1618,9.0,2675.0,,30/01/2024 00:17,
1619,13.0,3195.0,email_click,02/01/2024 18:49,unknown
1620,14.0,3215.0,web-visit,2024-01-16 23:22:00,
1621,5.0,1119.0,email_open,2024-01-26 23:14:00,
1622,14.0,2871.0,,2024-01-20 11:57:00,
1623,11.0,3802.0,email_open,11/01/2024 16:05,
1624,14.0,3919.0,,2024-01-27 02:00:00,unknown
1625,3.0,4035.0,EMAIL_CLICK,11/01/2024 22:19,
1626,15.0,3832.0,Email Open,24/01/2024 20:11,
1627,13.0,2977.0,Email Open,2024-01-10 06:35:00,
1628,10.0,2803.0,email_click,01-19-2024 14:21,utm=xyz
1629,8.0,3838.0,email_click,2024-01-27 06:58:00,Browser: Chrome
1630,8.0,3061.0,form_fill,2024-01-07 05:41:00,Firefox
1631,14.0,4215.0,web_visit,19/01/2024 13:53,
1632,11.0,4656.0,FORMFILL,01-17-2024 05:53,Browser: Chrome
1633,12.0,2420.0,web_visit,2024-01-22 01:53:00,unknown
1634,5.0,4787.0,,28/01/2024 06:54,Firefox
1635,5.0,1833.0,FORMFILL,01-11-2024 13:27,tracking lost
1636,11.0,2392.0,web-visit,2024-01-08 20:39:00,
1637,14.0,4724.0,email_open,2024-01-09 20:59:00,utm=xyz
1638,15.0,1986.0,email_click,2024-01-25 04:37:00,
1639,12.0,2870.0,,01-05-2024 02:24,
1640,11.0,4425.0,web-visit,01-05-2024 18:46,utm=xyz
1641,3.0,3584.0,email_click,01/01/2024 05:58,unknown
1642,10.0,2380.0,EMAIL_CLICK,01-06-2024 15:46,
1643,5.0,2109.0,,2024-01-25 19:34:00,Firefox
1644,1.0,3989.0,Email Open,2024-01-27 15:05:00,Browser: Chrome
1645,3.0,4759.0,form_fill,20/01/2024 20:20,
1646,10.0,1125.0,email_open,2024-01-24 03:30:00,
1647,1.0,1321.0,web-visit,17/01/2024 01:30,
1648,2.0,1269.0,email_click,01-08-2024 08:40,tracking lost
1649,6.0,1321.0,email_open,01-23-2024 22:53,Browser: Chrome
1650,7.0,1090.0,EMAIL_CLICK,2024-01-23 21:41:00,tracking lost
1651,14.0,1232.0,web_visit,02/01/2024 19:14,
1652,6.0,2118.0,EMAIL_CLICK,01-20-2024 06:43,
1653,15.0,4781.0,email_open,2024-01-18 22:14:00,
1654,12.0,3154.0,web-visit,2024-01-16 12:17:00,tracking lost
1655,3.0,3988.0,FORMFILL,01-07-2024 12:13,unknown
1656,7.0,2437.0,email_open,01-21-2024 01:53,Firefox
1657,4.0,4568.0,web_visit,30/01/2024 01:01,
1658,6.0,4554.0,Email Open,20/01/2024 17:10,tracking lost
1659,5.0,4486.0,EMAIL_CLICK,2024-01-13 00:03:00,
1660,7.0,3923.0,,01-21-2024 04:43,
1661,15.0,1357.0,web-visit,2024-01-02 12:11:00,
1662,15.0,1876.0,web-visit,22/01/2024 11:46,
1663,8.0,1178.0,email_click,2024-01-07 00:24:00,unknown
1664,6.0,3604.0,,2024-01-26 14:51:00,Browser: Chrome
1665,3.0,3087.0,,2024-01-24 01:58:00,Browser: Chrome
1666,4.0,2610.0,email_click,01-13-2024 12:10,Firefox
1667,1.0,2813.0,EMAIL_CLICK,01-04-2024 03:36,
1668,11.0,1595.0,web-visit,01-27-2024 22:30,
1669,7.0,2680.0,Email Open,13/01/2024 20:36,
1670,11.0,2311.0,Email Open,01-24-2024 05:55,
1671,8.0,3731.0,,27/01/2024 16:23,
1672,5.0,3485.0,email_click,16/01/2024 16:55,Browser: Chrome
1673,5.0,3771.0,email_open,01-10-2024 21:40,Browser: Chrome
1674,11.0,2476.0,email_open,2024-01-28 12:41:00,Browser: Chrome
1675,13.0,2751.0,email_open,2024-01-25 18:34:00,utm=xyz
1676,11.0,2194.0,email_open,08/01/2024 04:20,
1677,1.0,3161.0,form_fill,01-22-2024 12:11,unknown
1678,15.0,4640.0,,27/01/2024 21:00,
1679,5.0,3056.0,Email Open,01-12-2024 06:03,
1680,2.0,1708.0,email_open,2024-01-08 19:52:00,unknown
1681,8.0,4648.0,email_open,2024-01-04 17:50:00,Browser: Chrome
1682,14.0,4415.0,FORMFILL,2024-01-29 22:18:00,Firefox
1683,12.0,2222.0,form_fill,2024-01-19 13:07:00,Firefox
1684,8.0,4685.0,FORMFILL,2024-01-05 16:10:00,
1685,2.0,4824.0,web-visit,2024-01-29 02:53:00,
1686,10.0,1233.0,email_open,10/01/2024 20:04,unknown
1687,4.0,4667.0,Email Open,2024-01-24 18:10:00,
1688,11.0,3127.0,FORMFILL,01-27-2024 19:07,unknown
1689,5.0,4033.0,Email Open,2024-01-03 08:14:00,tracking lost
1690,6.0,1869.0,email_open,30/01/2024 12:35,
1691,5.0,1758.0,form_fill,2024-01-21 12:34:00,
1692,12.0,4240.0,email_open,01-07-2024 14:20,unknown
1693,5.0,3983.0,email_click,22/01/2024 18:06,tracking lost
1694,10.0,1026.0,,08/01/2024 07:09,unknown
1695,6.0,3904.0,web-visit,2024-01-06 11:40:00,tracking lost
1696,10.0,1740.0,FORMFILL,23/01/2024 19:24,
1697,9.0,3564.0,email_open,08/01/2024 02:10,Browser: Chrome
1698,4.0,3288.0,email_open,2024-01-19 22:37:00,
1699,12.0,1696.0,form_fill,01-25-2024 13:45,Browser: Chrome
1700,3.0,1242.0,web-visit,07/01/2024 08:28,
1701,12.0,4542.0,form_fill,01-10-2024 19:02,
1702,11.0,3061.0,form_fill,01-03-2024 20:58,
1703,9.0,4503.0,email_click,02/01/2024 13:17,tracking lost
1704,3.0,2098.0,email_open,01-19-2024 01:54,
1705,5.0,3523.0,email_open,29/01/2024 12:52,Browser: Chrome
1706,10.0,3204.0,form_fill,07/01/2024 07:35,
1707,14.0,3557.0,Email Open,05/01/2024 03:58,unknown
1708,15.0,2546.0,email_open,01-20-2024 23:06,
1709,7.0,1910.0,email_click,01-23-2024 05:01,unknown
1710,13.0,1428.0,web-visit,01-17-2024 16:51,
1711,10.0,1900.0,,2024-01-28 11:04:00,utm=xyz
1712,11.0,4594.0,,21/01/2024 05:41,
1713,14.0,4801.0,web_visit,01-23-2024 01:04,Browser: Chrome
1714,2.0,1093.0,Email Open,01-25-2024 05:26,
1715,2.0,4187.0,Email Open,2024-01-01 08:28:00,
1716,9.0,1953.0,email_click,01-01-2024 16:08,
1717,2.0,3172.0,web_visit,13/01/2024 23:17,
1718,6.0,4554.0,form_fill,17/01/2024 20:05,Firefox
1719,1.0,1963.0,form_fill,2024-01-26 22:00:00,utm=xyz
1720,8.0,1314.0,web-visit,2024-01-28 01:03:00,
1721,10.0,1949.0,Email Open,2024-01-03 08:54:00,
1722,1.0,2733.0,,12/01/2024 12:11,
1723,15.0,2615.0,Email Open,27/01/2024 12:12,
